id	filename	md5	size	state
72752a03-d966-46b7-85fd-a3603c66e665	30ff21ce-3955-4a43-85fa-15dc6c60d8f8.FPKM.txt.gz	cd4001bffa1cfe88edd3f8401322d586	569217	live
95bec0c2-906b-48d4-8f81-76025582c688	468659db-5a77-4810-a6af-3bcb9244dbb8.FPKM.txt.gz	2bf69dbd096c112a3d82fbce62e372d0	549711	live
a5263c4a-6def-4624-b9ba-3ed4b9978bcd	3bb8373b-9e5f-4ad8-96ab-196bee799d40.FPKM.txt.gz	0b021400796594ec265e1ca6f8ab4efe	506509	live
1d4fd1cb-6538-4325-bddc-2ced7f437f13	4ba6c212-ef90-4ab3-b551-35c05cb6df90.FPKM.txt.gz	f426e0274fa698428558d2074b22e504	521039	live
07934d15-a117-4f9d-989b-b03568eff8a7	eead04fd-8f20-43f7-adc1-7da37fccd2e4.FPKM.txt.gz	f13a77f1b574a793ba63e3076fd2d5dc	511543	live
f7eef3a7-b87c-46e5-be97-cdb5207f0dde	91563d01-b6bf-49b3-a74c-e47f902defcb.FPKM.txt.gz	0c46d4e84b0f83f5d81113cd6c3220b9	518869	live
42fc0ca8-3156-407d-a9e8-e8eb7219d8e4	e6c50e17-fb6a-4e36-999e-a4eedb042180.FPKM.txt.gz	efda08aa61e7f3455028167bfce89ebf	514005	live
5a4b7625-ac89-4bd4-8ced-983c95b6699f	30498ba8-b15f-4222-869a-8a63d9085aad.FPKM.txt.gz	4168a8ec1ebc9af291f8841202374299	514857	live
c34e7695-eb27-44d7-8957-c4a5abebe88d	370ed43e-09db-4dd1-bbcf-5ec19043d076.FPKM.txt.gz	9e9c0d6ce5d4c80d03ed89e8c73bf8e6	552874	live
d428b125-149d-44fc-b3ac-513a3e0a2a66	7fe42315-1c0a-46cd-9b38-c09841337a96.FPKM.txt.gz	96b10e34ec9a2cd346d19528f3a117aa	523034	live
ea856e23-c5d3-4018-b98e-e2f4c63ae20c	bf48b226-c7ef-4fc7-bcb5-de5025763bdb.FPKM.txt.gz	3be170516a0409f3d5fcc46988f76227	520438	live
5c3fd7e2-7fa1-4a10-82bd-57089e9705f6	da33344b-b0d8-4504-bf2c-95aed9bf607a.FPKM.txt.gz	e22b09d8c7b87c8ec4d6638ca979c929	487048	live
edf1acff-afb2-4ec9-a33c-874a177c118c	5dbeb062-22ba-4057-afd6-8627f1ac9500.FPKM.txt.gz	01d715aad9cd5f7107782ad452654ab4	566678	live
137249ca-e2fb-458e-9255-cf4018f38c48	50bbf24f-b914-4e53-98ee-0cf22b2d9f01.FPKM.txt.gz	310c3bb766a3d4171c63574a918a8597	506375	live
ee4a696d-94d3-4ccf-a91f-4b1bfd9a85b5	d2713482-d0fb-495e-bb01-307369ef4ec7.FPKM.txt.gz	77016bb6debd6fc63c2ba775e165ca8e	497937	live
dc356273-8361-4ca6-8966-0589b49703a5	b4a4cc9a-5053-4968-a54e-be08e53ce2e1.FPKM.txt.gz	261bc8392046943e6975321529a1fc70	518957	live
93d8dcc3-0f02-4bc0-bbbb-f42882bd0908	fb783ec9-4ca1-4354-bb51-29b5bbb909b3.FPKM.txt.gz	6e4bd8f39bbefbef4968660b5a63d11a	513619	live
b7c37ca0-44fb-4408-ad1b-43986a6e057d	1e6c7c12-a08f-459a-b583-0e80637f10cd.FPKM.txt.gz	e062dd4dccf76c55d76d3f110bb66e9f	548668	live
7d60a9c7-057b-4fbd-8a92-bc541aaeb44b	350ce5eb-cc0b-4bf3-9a94-654273c50cb3.FPKM.txt.gz	cdfa7cc6ffdb38c1089829aa217e7aef	570315	live
3016ea90-7bcb-40e7-b0a8-33ee114565dc	1742f583-99dd-46ba-9df2-b47d9cb1c3f9.FPKM.txt.gz	c7101a1c1beb55e4a1c5e76aee9a256a	502929	live
1423b8fd-9d7d-4f51-90e5-57b2e04eab0b	7b04ca78-2e74-4443-a005-66fe8dadad0d.FPKM.txt.gz	a17d82fac7765b801da996ba4943d940	525288	live
e0263a92-1058-4d5a-afb8-44606782467f	3254c984-f9ec-4db5-9add-94489e000a62.FPKM.txt.gz	afb4ad4067e553a8de3c5a66e6362aa6	510290	live
987d2783-34b6-4447-9835-173b22c0ed19	268c6151-2651-40b7-a298-2a22891b6cef.FPKM.txt.gz	ac01a03fb4198b156f8829e7837ba0f3	500899	live
c270acf4-c437-4759-8e29-b5b8e1b2560d	d31beca5-e987-4def-906a-63f68ecc5c7a.FPKM.txt.gz	ee46241dad6f839769d2cb87b27dae4f	533315	live
4ff9e5b5-a217-439e-a044-320c7fad6c7e	c74bce4e-18cd-42af-ae4c-9bb423efa9f9.FPKM.txt.gz	0d9075fa483052d9fbe3956ce85e9b65	507389	live
c003fe65-159b-4f83-b0b4-9adf0264e8a9	bc23d1e2-f73e-49b4-be5b-6a4fc915c6b6.FPKM.txt.gz	99bb2f003b8d7cfc2886669e6d8950ae	485734	live
095bcc68-39cf-4f82-b60c-3ddc58beeb0a	ef0110e7-7945-4978-a6eb-33348d9d6ad5.FPKM.txt.gz	a5757ea4572249bf3ecad52dbb37dfa3	499832	live
718e1732-8a97-4a8a-8628-790c2d811cb8	10d6ec12-4039-4262-b16d-1bd671b99a57.FPKM.txt.gz	82ef8e6d1a4344670d4f3564181b54b5	528762	live
2bb739a6-1d9b-4415-a2fb-0ed9331df5ac	f360f886-9780-4578-b2bf-9fd791c02d9e.FPKM.txt.gz	eedc3711d5c3efc03651ecb5e6901a44	536836	live
0157fd11-8e7b-433f-ab06-2e876f88ff19	18413883-6df2-43bc-bbe3-79ad68247940.FPKM.txt.gz	b983370835b110fdbe8dddc263f94dce	495116	live
0d9336f1-ca43-48ba-a51c-41de93921d8c	b21dbcdd-4d95-423f-a52f-efbe521cf23e.FPKM.txt.gz	8bd6f634b85bbcc858007978f05242f5	510057	live
74ec3ad3-081a-4ed6-976e-95c93f16a3c3	6c164107-d5bb-4308-8974-099929156ffb.FPKM.txt.gz	81ad794d10147f2929d2805d476b0a7c	493729	live
8eda0291-19ed-407a-8b55-33a8190a4f57	a73871e9-6fcf-4dcb-b8a2-f6864ee00f68.FPKM.txt.gz	1a1d875194282f296c6ed4783c786a9f	490121	live
8bd7b0b6-651c-4588-9d8f-0215075c0c87	b4569515-17c7-4029-9c84-52aa7e1a7d2a.FPKM.txt.gz	3b22dfbf6dd17a2d55006d79a3a5a334	482899	live
9fc3977e-e8a0-4f2e-9f43-97b844332102	4b705795-afeb-4cab-be3c-2206af44fa84.FPKM.txt.gz	efb5cbd5f8a09a4e216a079c7afe748e	495906	live
09b33227-9520-4dfc-bd7d-4bfc74087de4	a4d8965f-d69b-4074-a8ba-dc1780e2dc24.FPKM.txt.gz	7be3e3077252ae34760f2d8fe7680081	518331	live
e094af19-7daf-4d9c-8d9d-9e1f9acf9e26	1e87b17f-db23-400f-96f0-608bc7d98009.FPKM.txt.gz	d10157918452385539541e1eda13e9f3	493546	live
cb64246a-392e-441d-8535-5631d58a0103	522684c4-34df-4e97-b458-3b27e2136156.FPKM.txt.gz	05e702ca82a2150bf536ba43b25cf99e	513375	live
f7472b6f-13ca-4afb-847d-26ba71e49ef8	ccc4ba5b-15f6-40f2-a3b8-187b38c4e6df.FPKM.txt.gz	350d752cf814c6fcf2ee0986507d1461	532122	live
037c5ea2-3c44-4eb2-a28b-53c8717f28a4	a9560d7c-294e-4dfd-aa10-4ab456d8b124.FPKM.txt.gz	8c3aae2ef6329488f29cecfe545a8778	500177	live
f3e1370b-1790-471e-98ed-5025d6f52d35	08b60e36-2683-4650-bcf4-0fe4af20607f.FPKM.txt.gz	29a626d312288a65c0d38dc6fb4d18f3	518716	live
f43b5fdc-445f-45da-a546-e00f5841b36e	fafbee16-e4fc-4f30-a1c4-a4aa03f5ece0.FPKM.txt.gz	60995be899e5e4baa7c307177b5101ff	496822	live
0484bd52-a42c-4231-935a-fd008505766c	71e90570-c4d4-4c7f-b6af-b6fb338fde70.FPKM.txt.gz	048bcedf898c562924091d037e78487b	577122	live
3e7c872c-3788-4d84-981f-4b2a18f562dd	98a25752-dd33-41b0-883f-3ca9cded5c34.FPKM.txt.gz	3f180697232800ba14937a1f26f4c63a	533950	live
cdc94151-5989-4b4f-bb6c-a83e977e7a15	cc621d8a-b1b7-4001-bd25-8bfcccb34412.FPKM.txt.gz	d1482c21abee245e76e2999d09a3c5de	517293	live
359a6e01-7495-40a5-a80f-8f8f36de0c43	13918b1d-75f3-4195-83f2-cf64ab4359b9.FPKM.txt.gz	bb147d07470f9de3c4513bfcf9b34eb2	491024	live
15ca6bac-19f2-4a56-a803-0b1d05b8ae47	8377d811-2636-4a75-be84-8e201ca646c1.FPKM.txt.gz	a498ed1b2c3623c4ce8a7937d27f2dd2	524822	live
2d8aa373-4f10-46d8-9333-31f6483176df	7b2c7499-15c0-4926-a12c-4561df34954b.FPKM.txt.gz	a00049d8b771d97451cd82337a62bdec	522021	live
d6192f98-2e65-492b-8492-9015bd250d3c	3d3ff298-ca83-4d1b-aaaa-954c9d5ab67a.FPKM.txt.gz	8a51aa4f14acfdedb598699def463fc7	518453	live
d3aacef9-8ee9-406c-8305-746e19fed055	123db725-bd0a-4b20-ba1d-9cc3a8948f70.FPKM.txt.gz	65a550891d6c77ff4459d8fd02377de4	506383	live
9ddfcec9-3b1d-4c34-99f1-73f4561c3179	34cf0edc-ba30-466b-a52a-f9dd7f1b146f.FPKM.txt.gz	ed43c4e7fc762397b5e5d640eb2600d8	511193	live
68d47d90-f441-41fd-bcee-5b17fc808674	a1e80ada-950c-439a-a360-f99c02ccec93.FPKM.txt.gz	fad05df6e9c2feeb39de5d6b55f464ab	515179	live
1d3ae269-3f8f-4bfe-8772-c0d7015b783f	6764419f-5645-4106-b155-b1525a2c6b42.FPKM.txt.gz	a9fae50236107e1cc7097b8a53002c91	503587	live
88e47de6-3abc-43b1-9a52-d3a2ea63bb8c	9ee18371-3878-4bee-829b-5469d68c5b53.FPKM.txt.gz	53a0d29befb1064040731dc1bf221a3a	523283	live
03b7578c-0542-4999-a350-1d3daf6b4c45	d1463bd7-8432-4e7d-b92b-eb8fc1f72be1.FPKM.txt.gz	7638db8fba81b91cf33518e2185be705	502993	live
a4bbfec3-6a6d-4716-b55c-d64b650b8f08	747eeaa9-3782-4ef3-8359-daefa8afb3c0.FPKM.txt.gz	badcb679682a21fe7b0fac6b46a62675	642404	live
e799ab87-6ec2-410c-9921-a97d8a87ab4a	5cf4c664-9f98-4e1e-a623-317660ee7f6a.FPKM.txt.gz	08e9b41d07dd94286981abd306f7bd7d	532006	live
a6c96fcc-8a4b-4110-b3b3-287dd8949ffd	1ca44e12-b515-4d1a-8835-26df82e58104.FPKM.txt.gz	bf7272158ec56f685085857aa233e6ee	500156	live
47e6f6f4-cc9a-48ef-aa00-a2662311c227	aa5ba703-5bc5-4536-98cd-ab31520d29d7.FPKM.txt.gz	1af39b9358b9fea2301d212df6c31458	489120	live
