id
ENSG00000229807
ENSG00000270641
ENSG00000262412
ENSG00000215908
ENSG00000267559
ENSG00000265766
ENSG00000261244
ENSG00000229702
ENSG00000277778
ENSG00000203386
ENSG00000254971
ENSG00000266013
ENSG00000270977
ENSG00000277147
ENSG00000175746
ENSG00000197503
ENSG00000242086
ENSG00000268333
ENSG00000232505
ENSG00000248223
ENSG00000178130
ENSG00000228623
ENSG00000266925
ENSG00000250697
ENSG00000264729
ENSG00000197332
ENSG00000278730
ENSG00000268531
ENSG00000278175
ENSG00000247765
ENSG00000253584
ENSG00000234186
ENSG00000231171
ENSG00000268673
ENSG00000100181
ENSG00000242791
ENSG00000250490
ENSG00000270604
ENSG00000234571
ENSG00000198685
ENSG00000240875
ENSG00000279072
ENSG00000276348
ENSG00000205174
ENSG00000213121
ENSG00000277476
ENSG00000228980
ENSG00000180861
ENSG00000215112
ENSG00000176754
ENSG00000235931
ENSG00000237378
ENSG00000198590
ENSG00000214614
ENSG00000175699
ENSG00000267198
ENSG00000261742
ENSG00000235118
ENSG00000226516
ENSG00000258784
ENSG00000226397
ENSG00000198106
ENSG00000276399
ENSG00000242375
ENSG00000228189
ENSG00000263494
ENSG00000250387
ENSG00000197251
ENSG00000269959
ENSG00000197182
ENSG00000265556
ENSG00000215386
ENSG00000259681
ENSG00000271119
ENSG00000260880
ENSG00000274044
ENSG00000260404
ENSG00000279151
ENSG00000206567
ENSG00000223839
ENSG00000232593
ENSG00000267104
ENSG00000221845
ENSG00000203709
ENSG00000238358
ENSG00000240040
ENSG00000237787
ENSG00000214900
ENSG00000187012
ENSG00000222041
ENSG00000231367
ENSG00000214146
ENSG00000189149
ENSG00000175772
ENSG00000176659
ENSG00000196366
ENSG00000204283
ENSG00000269460
ENSG00000204446
ENSG00000225206
ENSG00000205334
ENSG00000268713
ENSG00000230368
ENSG00000205325
ENSG00000274020
ENSG00000163009
ENSG00000261069
ENSG00000273032
ENSG00000225868
ENSG00000261586
ENSG00000179082
ENSG00000225703
ENSG00000235979
ENSG00000181798
ENSG00000183674
ENSG00000215241
ENSG00000234277
ENSG00000260857
ENSG00000188511
ENSG00000274827
ENSG00000180066
ENSG00000213057
ENSG00000225595
ENSG00000227888
ENSG00000235038
ENSG00000185168
ENSG00000231439
ENSG00000260550
ENSG00000273552
ENSG00000170161
ENSG00000186960
ENSG00000257989
ENSG00000196758
ENSG00000281332
ENSG00000230426
ENSG00000215859
ENSG00000237248
ENSG00000219926
ENSG00000234996
ENSG00000261159
ENSG00000215117
ENSG00000259070
ENSG00000223396
ENSG00000263603
ENSG00000269888
ENSG00000215231
ENSG00000233013
ENSG00000179406
ENSG00000183470
ENSG00000245526
ENSG00000224310
ENSG00000224761
ENSG00000276855
ENSG00000234754
ENSG00000237232
ENSG00000205622
ENSG00000223438
ENSG00000189238
ENSG00000178243
ENSG00000231976
ENSG00000214548
ENSG00000248596
ENSG00000238113
ENSG00000236438
ENSG00000229205
ENSG00000259527
ENSG00000220161
ENSG00000234828
ENSG00000248265
ENSG00000240567
ENSG00000272430
ENSG00000229214
ENSG00000203496
ENSG00000182366
ENSG00000185904
ENSG00000205664
ENSG00000231690
ENSG00000229086
ENSG00000222004
ENSG00000251637
ENSG00000231551
ENSG00000188185
ENSG00000225511
ENSG00000231023
ENSG00000226091
ENSG00000248874
ENSG00000205632
ENSG00000236790
ENSG00000231364
ENSG00000235407
ENSG00000260306
ENSG00000237438
ENSG00000168367
ENSG00000214039
ENSG00000203930
ENSG00000196972
ENSG00000205037
ENSG00000186825
ENSG00000214043
ENSG00000234883
ENSG00000234773
ENSG00000254518
ENSG00000265787
ENSG00000281106
ENSG00000261480
ENSG00000223823
ENSG00000277870
ENSG00000267075
ENSG00000203721
ENSG00000224074
ENSG00000229373
ENSG00000225880
ENSG00000183643
ENSG00000260411
ENSG00000267302
ENSG00000272542
ENSG00000225793
ENSG00000197176
ENSG00000223573
ENSG00000271417
ENSG00000233145
ENSG00000239922
ENSG00000244227
ENSG00000215190
ENSG00000178248
ENSG00000272690
ENSG00000204625
ENSG00000266830
ENSG00000236384
ENSG00000223768
ENSG00000187185
ENSG00000272692
ENSG00000166770
ENSG00000206140
ENSG00000273365
ENSG00000267243
ENSG00000251138
ENSG00000204092
ENSG00000206532
ENSG00000233491
ENSG00000259841
ENSG00000224848
ENSG00000146521
ENSG00000262202
ENSG00000235314
ENSG00000253522
ENSG00000205786
ENSG00000254842
ENSG00000180869
ENSG00000260507
ENSG00000203279
ENSG00000213373
ENSG00000234840
ENSG00000261172
ENSG00000213793
ENSG00000198547
ENSG00000204393
ENSG00000259363
ENSG00000183250
ENSG00000122548
ENSG00000237927
ENSG00000176840
ENSG00000227683
ENSG00000248508
ENSG00000205181
ENSG00000188825
ENSG00000271758
ENSG00000233261
ENSG00000272549
ENSG00000173862
ENSG00000272180
ENSG00000178947
ENSG00000233539
ENSG00000272236
ENSG00000218357
ENSG00000225930
ENSG00000255874
ENSG00000232956
ENSG00000172965
ENSG00000234962
ENSG00000253230
ENSG00000236858
ENSG00000205106
ENSG00000233056
ENSG00000251615
ENSG00000223659
ENSG00000260528
ENSG00000204792
ENSG00000189419
ENSG00000230724
ENSG00000241224
ENSG00000272168
ENSG00000222005
ENSG00000205444
ENSG00000269936
ENSG00000259553
ENSG00000270547
ENSG00000262152
ENSG00000227332
ENSG00000248771
ENSG00000204603
ENSG00000176515
ENSG00000274516
ENSG00000225096
ENSG00000281832
ENSG00000251209
ENSG00000265933
ENSG00000267719
ENSG00000250770
ENSG00000264247
ENSG00000218672
ENSG00000234449
ENSG00000230563
ENSG00000277011
ENSG00000249859
ENSG00000197210
